Project ID,Project Name,Voluntary Registry,"ARB 
Project",Voluntary Status,Scope, Type,Reduction / Removal,Methodology / Protocol,Region,Country,State,Project Site Location,Project Developer,"Total Credits 
Issued","Total Credits 
Retired",Total Credits Remaining,"Total Buffer 
Pool Deposits",Reversals Covered by Buffer Pool,Reversals Not Covered by Buffer,First Year of Project
GS989,Highveld Air Quality - EMM central project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,QK TS Pvt. Ltd.,25113,24835,278,0,,,2010.0
GS990,Highveld Air Quality - EMM south project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,4034,4034,0,0,,,2010.0
GS991,Highveld Air Quality - Sakhile project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,5455,5455,0,0,,,2010.0
GS992,Highveld Air Quality - Seme project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,27249,26928,321,0,,,2010.0
GS993,Highveld Air Quality - Wesselton project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Alternative Ignition Coal Fires v1.,Sub Saharan Africa,South Africa,,,Nova Institute,30118,29742,376,0,,,2010.0
GS997,LAYA Paderu Energy Efficient Woodstoves Project,GOLD,No,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS Methodology for Improved Cook stoves and Kitchen Regimes v2.,South Asia,India,,,LAYA Resource Centre,40707,40592,115,0,,,2012.0
GS998,"Yunnan 24,000 Rural Household Biogas Carbon Emission Reduction Project",GOLD,No,Listed,Household & Community,Biodigesters,Reduction,GS TPDDTEC v 1.,East Asia,China,,,Yunnan Academy of Scientific & Technical Informati,0,0,0,0,,,
GS9995,Nepal Biogas Support Program - CPA 5: 19842 digesters,GOLD,No,Listed,Household & Community,Biodigesters,Reduction,,South Asia,Nepal,,,QK TS Pvt. Ltd.,0,0,0,0,,,
GS9996,Nepal Biogas Support Program - CPA 4: 19970 digesters,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,,South Asia,Nepal,,,Deactivated Projects,0,0,0,0,,,
GS9997,Nepal Biogas Support Program - CPA 3: 19959 digesters,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,,South Asia,Nepal,,,Deactivated Projects,0,0,0,0,,,
GS9998,Nepal Biogas Support Program - CPA1: 20 000 digesters,GOLD,No,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,,South Asia,Nepal,,,Deactivated Projects,0,0,0,0,,,
GS9999,Nepal Biogas Support Program-PoA,GOLD,No,Gold Standard Certified Design,Household & Community,Biodigesters,Reduction,,South Asia,Nepal,,,Deactivated Projects,0,0,0,0,,,
VCS1,7.25 MW wind energy project of Aruppukottai Sri Jayavilas Ltd,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,Aruppukottai Sri Jayavilas Limited,21704,21704,0,0,,,2006.0
VCS10,BAESA Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,South America,Brazil,,,Multiple Proponents,6726799,3802757,2924042,0,,,2006.0
VCS100,Boiler fuel conversion from Furnace Oil to Bagasse at Biltube Core Boards Ltd,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-III.B.,South Asia,India,,,JPMorgan Ventures Energy Corporation,47015,47015,0,0,,,2005.0
VCS1000,Conversion to Proteccion of the Amazon Rain Forest,VCS,No,Under validation,Forestry & Land Use,Improved Forest Management,Mixed,VM0010,South America,Bolivia,,,Multiple Proponents,0,0,0,0,,,
VCS1001,Inner Mongolia Yihewusu Phase II 49.5 MW Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Inner Mongolia Xinjin Wind Power Co., Ltd.",670405,424268,246137,0,,,2009.0
VCS1002,"Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited",VCS,No,Registered,Industrial & Commercial,Natural Gas Electricity Generation,Reduction,AM0029,South Asia,India,,,GVK Industries Limited,2600983,2224099,376884,0,,,2009.0
VCS1003,Dogan√ßay Weir and Hydroelectric Power Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,Enerjisa Enerji Uretim  A.S.,0,0,0,0,,,
VCS1004,Yamanli II Hydroelectric Power Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,Enerjisa Enerji Uretim  A.S.,0,0,0,0,,,
VCS1006,Bursa Light Rail System II Phase,VCS,No,Registered,Transportation,Mass Transit,Reduction,ACM0016,Middle East,Turkey,,,T.C. Bursa Metropolitan Municipality (BMM),7092,0,7092,0,,,2016.0
VCS1007,"Karakus Hydropower Plant, Turkey",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Middle East,Turkey,,,NISAN ELEKTROMEKANIK ENERJI SANAYI VE TICARET A.S.,0,0,0,0,,,
VCS1008,"Yaprak-II Hydropower Plant, Turkey",VCS,No,Crediting Period Renewal and Verification Approval Requested,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Middle East,Turkey,,,RHG Enerturk Enerji Uretim ve Tic. A.S.,0,0,0,0,,,
VCS1009,"Yaprak-I Hydropower Plant, Turkey",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Middle East,Turkey,,,RHG Enerturk Enerji Uretim ve Tic. A.S.,0,0,0,0,,,
VCS101,Bagasse based Co-generation Power Project at Khatauli,VCS,No,Registered,Renewable Energy,Biomass,Reduction,ACM0006,South Asia,India,,,Triveni Engineering and Industries Limited (TEIL),92353,92353,0,0,,,2006.0
VCS1010,"Umut-III Hydropower Plant, Turkey",VCS,No,Crediting Period Renewal Requested,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Middle East,Turkey,,,RHG Enerturk Enerji Uretim ve Tic. A.S.,0,0,0,0,,,
VCS1011,"Umut-II Hydropower Plant, Turkey",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,RHG Enerturk Enerji Uretim ve Tic. A.S.,0,0,0,0,,,
VCS1012,"Umut-I Hydropower Plant, Turkey",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Middle East,Turkey,,,RHG Enerturk Enerji Uretim ve Tic. A.S.,0,0,0,0,,,
VCS1013,"Basak Hydropower Plant, Turkey",VCS,No,Crediting Period Renewal Requested,Renewable Energy,Hydropower,Reduction,AMS-I.D.,Middle East,Turkey,,,RHG Enerturk Enerji Uretim ve Tic. A.S.,0,0,0,0,,,
VCS1014,Yamanli III Hydoeletric Power Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,MEM Enerji Elektrik Uretim San. Tic. A.S.,0,0,0,0,,,
VCS1015,"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited",VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-AMS0005,South Asia,India,,,Indian Farm Forestry Development Co-operative Limited,0,0,0,0,,,
VCS1016,"CE TECHNOLOGY FUEL SWITCH FOR CLEANROOM GLOVE INDUSTRY PROJECT, TAIPING",VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.C.,South East Asia,Malaysia,,,CE Technology Berhad,0,0,0,0,,,
VCS1017,CEMEX USA: ALTERNATIVE FUELS AND BIOMASS PROJECT AT DEMOPOLIS CEMENT PLANT,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-III.AS.,North America,United States,,,CEMEX Southeast LLC,0,0,0,0,,,
VCS1018,Wind power project in Tamil Nadu by SWPPL,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,Simran Wind Project Private Ltd,312566,311761,805,0,,,2011.0
VCS1019,Niksar Hydroelectric Power Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,İçtaş Yenilenebilir Enerji Üretim ve Ticaret A.Ş,917169,228313,688856,0,,,2012.0
VCS102,6 MW Rice Husk based cogeneration plant at Bhageshwari Papers Private Limited,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.C.,South Asia,India,,,Bhageshwari Paper Pvt Ltd,56282,56282,0,0,,,2008.0
VCS1020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,VCS,No,Registered,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D.,South Asia,India,,,Palace Solar Energy Private Limited.,209906,172104,37802,0,,,2012.0
VCS1021,Grid Connected Wind Power Project by M/s. D. J. Malpani in Rajasthan,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,M/s D. J. Malpani,44652,44652,0,0,,,2016.0
VCS1022,"Grid Connected Wind Power Project by M/s. D. J. Malpani at Ratan Ka Bas (RKB), Rajasthan",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,M/s D. J. Malpani,30265,878,29387,0,,,2011.0
VCS1023,Grid Connected Wind Power Project by M/s. Giriraj Enterprises in Madhya Pradesh,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,M/s Giriraj Enterprises,148328,65231,83097,0,,,2011.0
VCS1024,"Grid Connected Wind Power Project by M/s. Giriraj Enterprises at Tejuva, Rajasthan",VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,M/s Giriraj Enterprises,54590,9903,44687,0,,,2016.0
VCS1025,"KVSSSKL Co-generation Power Plant at Satara District, Maharashtra",VCS,No,Under validation,Renewable Energy,Biomass,Reduction,ACM0006,South Asia,India,,,M/s. Kisan Veer Satara Sahakari Sakhar Karkhana,0,0,0,0,,,
VCS1026,Solar Power Plant of 5 MW in Rajasthan by Essel Mining and Refex Refrigerants Limited,VCS,No,Registered,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D.,South Asia,India,,,Essel Mining & Industries Limited,75650,58850,16800,0,,,2015.0
VCS1027,"IWC BRAZILIAN AMAZON GROUPED REDD APD, AUPD AND BIOMASS TO FUEL PROJECTS",VCS,No,Under development,Forestry & Land Use,REDD+,Mixed,VM0005; VM0015; Methodology Under Development,South America,Brazil,,,International Wood Corporation,0,0,0,0,,,
VCS1028,San Clemente Hydroelectric Power Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,South America,Chile,,,Colbun S.A.,9244,9244,0,0,,,2011.0
VCS1029,San Pedro Hydropower Plant,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,South America,Chile,,,Colbun S.A.,0,0,0,0,,,
VCS103,RIMA Fuel Switch in Bocai√∫va,VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.C.,South America,Brazil,,,RIMA Industrial S/A,134736,19576,115160,0,,,2006.0
VCS1030,"Fuel Switch to Renewable Biomass for Thermal Use at Metrolina Greenhouses, Inc. Commercial Greenhouse Facility",VCS,No,Registered,Renewable Energy,Biomass,Reduction,AMS-I.C.,North America,United States,,,"Metrolina Greenhouses, Inc.",22012,22012,0,0,,,2011.0
VCS1031,Dak Psi 3 and 4 Hydropower Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,South East Asia,Vietnam,,,Dak Psi Hydropower Investment and Development JSC,333972,86768,247204,0,,,2011.0
VCS1032,Xundian Jinfeng 12.6MW Hydropower Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Yunnan Xudong Phosphate Chemical Group Jinfeng Power Generation Co., Ltd.",295619,74257,221362,0,,,2008.0
VCS1033,Hubei Dangyang 25MW Biomass Power Project,VCS,No,Registered,Renewable Energy,Biomass,Reduction,ACM0006,East Asia,China,,,"Hubei Shenzhou New Energy Power Generation Co.,",190748,190748,0,0,,,2010.0
VCS1034,Inner Mongolia Wutaohai South Phase II Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Chifeng City Huifeng New Energy Co., Ltd.",324840,324840,0,0,,,2010.0
VCS1035,Inner Mongolia Keshiketeng County Wutaohai South Wind Farm 49.5 MW Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Keshiketeng County Huifeng New Energy Co., Ltd.",471336,456731,14605,0,,,2009.0
VCS1036,Hillsborough County Waste to Energy (WtE) Facility 2009 Capital Expansion Unit 4,VCS,No,Registered,Waste Management,Waste Incineration,Reduction,AM0025,North America,United States,,,Hillsborough County,313359,237484,75875,0,,,2009.0
VCS1037,"Guazhou Beidaqiao No.1 Wind Farm Project in Gansu Province, China",VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Hydrochina Guazhou Wind Power Co., Ltd",2474798,2050441,424357,0,,,2011.0
VCS1038,Chile: Hornitos Hydroelectric Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AM0026,South America,Chile,,,Colbun S.A.,66318,37935,28383,0,,,2008.0
VCS1039,AES Saurashtra Windfarms,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,Tata Power Renewable  Energy Limited,573751,0,573751,0,,,2012.0
VCS104,Wood waste-to-energy project at Sawmill-25 (Arkhangelsk),VCS,No,Registered,Renewable Energy,Biomass,Reduction,ACM0006,Central Asia,Russia,,,JSC Sawmill 25,27652,27652,0,0,,,2006.0
VCS1040,Inner Mongolia Hangjin Yihewusu Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Inner Mongolia Xinjin Wind Power Co., Ltd.",282087,247433,34654,0,,,2008.0
VCS1041,OAxaca IV Wind Energy Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,North America,Mexico,,,CE OAXACA CUATRO S. DE R.L. DE C.V.,590796,159057,431739,0,,,2012.0
VCS1042,Oaxaca III Wind Energy Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,North America,Mexico,,,CE OAXACA TRES S. DE R.L. DE C.V.,466501,109755,356746,0,,,2012.0
VCS1043,Oaxaca II Wind Energy Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,North America,Mexico,,,CE OAXACA DOS S. DE R.L. DE C.V.,120416,120316,100,0,,,2012.0
VCS1044,Ziqiang 18MW Hydropower Project in Guizhou Province China,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,East Asia,China,,,Guizhou Zhijn Ouhua Developent Co.Ltd.,62780,24476,38304,0,,,2010.0
VCS1045,"Wind  Power Project at Rajkot, Gujarat",VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,ReNew Wind Energy (Rajkot) Private Limited,362956,196743,166213,0,,,2012.0
VCS1046,PORTLAND POZZOLANA AND LIMESTONE “BLENDED CEMENT” AT LAFARGE CEMENT SYRIA,VCS,No,Under validation,Industrial & Commercial,Energy Efficiency,Reduction,ACM0005,Middle East,Syria,,,Lafarge Cement Syria,0,0,0,0,,,
VCS1047,"Carbon Emissions Reduction Project in the Forest Corridor Ambositra-Vondrozo (COFAV), Madagascar",VCS,No,Registered,Forestry & Land Use,REDD+,Mixed,VM0015,Sub Saharan Africa,Madagascar,,,"Govt. of Madagascar, Direction Generale des Forets",0,0,0,0,,,
VCS1048,NATIONAL CARBON TRADING PROJECT FOR WEATHERIZATION OF LOW-INCOME DWELLINGS,VCS,No,Under development,Household & Community,Weatherization,Reduction,VM0008,North America,United States,DC,,NASCSP,0,0,0,0,,,
VCS1049,Heilongjiang Bianfushan Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Shuangyashan Longyuan Wind Power Co., Ltd.",218613,218613,0,0,,,2009.0
VCS105,Maoshaping Hydro Power Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,"Yangbi Heihuijiang Electric Power Development Co.,",20487,20487,0,0,,,2008.0
VCS1050,Cermikler 25.00 MW Hydrolectric Power Plant Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,Ovunc Enerji ve Elektrik Uretim A.S.,46060,46060,0,0,,,2015.0
VCS1051,Heilongjiang Wangyunfeng Wind Power Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"Hegang Longyuan Wind Power Co., Ltd.",195043,194435,608,0,,,2010.0
VCS1052,North Pikounda REDD+,VCS,No,Registered,Forestry & Land Use,REDD+,Mixed,VM0011,Sub Saharan Africa,Republic of Congo,,,Multiple Proponents,56209,56196,13,20007,,,2012.0
VCS1053,FUEL REPLACEMENT WITH WASTE GAS STREAM CONTAINING HYDROGEN AND BIOMASS AT THE CMPC,VCS,No,Registered,Industrial & Commercial,Waste Gas Recovery,Reduction,ACM0012; AMS-I.C.,South America,Chile,,,CMPC Celulosa S.A.,0,0,0,0,,,
VCS1054,MRO Grouped Wind Projects Phase II,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,North America,United States,,,Lake Region State College,17561,17561,0,0,,,2013.0
VCS1055,Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation,VCS,No,Registered,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,AR-ACM0003,South America,Chile,,,Mikro-Tek Inc.,1393414,666255,727159,154825,,,2012.0
VCS1056,CECIC Zhangbei Gaojialiang Wind farm Project,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,East Asia,China,,,"CECIC Wind Power (Zhangbei) Yunwei Co., Ltd",242558,242558,0,0,,,2009.0
VCS1057,Guangxi Qiaogong Hydropower Project,VCS,No,Withdrawn,Renewable Energy,Hydropower,Reduction,ACM0001; ACM0002,East Asia,China,,,"Guangxi Fangyuan Electric Power Co., Ltd.",0,0,0,0,,,
VCS1058,Clean Energy Project in the State of Tamil Nadu,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,Vish Wind Infrastructure LLP,28216,28216,0,0,,,2011.0
VCS1059,Cobanli 19.03 MW Hydroelectric Power Plant,VCS,No,Under validation,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,Hidro-D Hidroelektrik Enerji Uretim A.S.,0,0,0,0,,,
VCS106,"Taohua 9MW Hydro Power Project in Guizhou Province, China",VCS,No,Registered,Renewable Energy,Hydropower,Reduction,AMS-I.D.,East Asia,China,,,Guizhou Qiannan Zhongshui Hydro Power Development,28975,28975,0,0,,,2008.0
VCS1060,Bethlehem Authority Improved Forest Management Project,VCS,No,Registered,Forestry & Land Use,Improved Forest Management,Mixed,VM0003,North America,United States,,,Bethlehem Authority,265425,181792,83633,37219,,,2012.0
VCS1061,Kentilux Wind Farm,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South America,Uruguay,,,Kentilux S.A.,25728,32,25696,0,,,2012.0
VCS1062,FOUM EL OUED WIND FARM PROJECT,VCS,No,Withdrawn,Renewable Energy,Wind,Reduction,ACM0002,North Africa,Morocco,,,Energie Eolienne du Maroc,0,0,0,0,,,
VCS1063,Clean energy generation from wind energy in the state of Rajasthan,VCS,No,Registered,Renewable Energy,Wind,Reduction,ACM0002,South Asia,India,,,Multiple Proponents,62536,62536,0,0,,,2011.0
VCS1064,Bundle Wind Energy Project in Indian States - EnKing International 2005,VCS,No,Registered,Renewable Energy,Wind,Reduction,AMS-I.D.,South Asia,India,,,EKI Energy Services Limited,0,0,0,0,,,
VCS1065,HYDROELECTRIC PROJECT ITUANGO,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,South America,Colombia,,,Empresas Publicas de Medellin EPM ESP,0,0,0,0,,,
VCS1066,Damlapinar Hydroelectric Power Plant Project,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,Middle East,Turkey,,,Cenay Elektrik Uretim Ins.San. ve Tic. Ltd,312236,35770,276466,0,,,2010.0
VCS1067,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region ‚ÄìPeru,VCS,No,Registered,Forestry & Land Use,REDD+,Mixed,VM0007,South America,Peru,,,AIDER,4874608,1353851,3520757,475509,,,2011.0
VCS1068,Hydroelectric Project El Ed√©n,VCS,No,Registered,Renewable Energy,Hydropower,Reduction,ACM0002,South America,Colombia,,,Central Hidroeléctrica El Edén S.A.S. E.S.P.,73110,63218,9892,0,,,2017.0
